mean,kernel_reg,kernel_reg_sir,kernel_reg_save,"rf (l=1,p=2)","drrf (l=1,p=2)","sir_rf (l=1,p=2)","save_rf (l=1,p=2)","rf (l=1,p=4)","drrf (l=1,p=4)","sir_rf (l=1,p=4)","save_rf (l=1,p=4)","rf (l=1,p=6)","drrf (l=1,p=6)","sir_rf (l=1,p=6)","save_rf (l=1,p=6)","rf (l=1,p=0.3333333333333333)","drrf (l=1,p=0.3333333333333333)","sir_rf (l=1,p=0.3333333333333333)","save_rf (l=1,p=0.3333333333333333)","rf (l=1,p=sqrt)","drrf (l=1,p=sqrt)","sir_rf (l=1,p=sqrt)","save_rf (l=1,p=sqrt)","rf (l=1,p=None)","drrf (l=1,p=None)","sir_rf (l=1,p=None)","save_rf (l=1,p=None)","rf (l=5,p=2)","drrf (l=5,p=2)","sir_rf (l=5,p=2)","save_rf (l=5,p=2)","rf (l=5,p=4)","drrf (l=5,p=4)","sir_rf (l=5,p=4)","save_rf (l=5,p=4)","rf (l=5,p=6)","drrf (l=5,p=6)","sir_rf (l=5,p=6)","save_rf (l=5,p=6)","rf (l=5,p=0.3333333333333333)","drrf (l=5,p=0.3333333333333333)","sir_rf (l=5,p=0.3333333333333333)","save_rf (l=5,p=0.3333333333333333)","rf (l=5,p=sqrt)","drrf (l=5,p=sqrt)","sir_rf (l=5,p=sqrt)","save_rf (l=5,p=sqrt)","rf (l=5,p=None)","drrf (l=5,p=None)","sir_rf (l=5,p=None)","save_rf (l=5,p=None)",fold
10.841476342420856,5.14776592691398,6.073440853486486,7.627147389810963,4.621812277511962,0.0,4.248295923444976,4.263273234449761,4.56229956937799,0.0,4.143393540669856,4.2870744688995215,4.5878733971291865,0.0,4.06206238277512,4.366459272727273,4.621812277511962,0.0,4.248295923444976,4.263273234449761,4.621812277511962,0.0,4.248295923444976,4.263273234449761,4.59487737799043,0.0,4.053391186602871,4.376483913875599,4.585624883400799,0.0,4.276955288293207,4.362362728038941,4.558054629956116,0.0,4.142672922484066,4.308475806520361,4.559255787266875,0.0,4.093893643737284,4.3115703862446635,4.585624883400799,0.0,4.276955288293207,4.362362728038941,4.585624883400798,0.0,4.276955288293207,4.362362728038941,4.609436754418582,0.0,4.08144678084225,4.309847825771007,0
10.90564925140233,5.626194436401549,6.153278151066592,7.843706958269467,4.6824342296650725,0.0,4.308294708133971,4.539446555023923,4.695610928229665,0.0,4.274661885167464,4.4378227942583734,4.693437751196172,0.0,4.386645770334928,4.495078296650718,4.6824342296650725,0.0,4.308294708133971,4.539446555023923,4.6824342296650725,0.0,4.308294708133971,4.539446555023923,4.668524220095694,0.0,4.4359107942583735,4.541064535885168,4.671868580287131,0.0,4.395357836937002,4.614772846487926,4.578209676691702,0.0,4.242882990245498,4.493359787037669,4.570528305669349,0.0,4.3106332384033825,4.470736136617274,4.671868580287131,0.0,4.395357836937002,4.614772846487927,4.67186858028713,0.0,4.395357836937003,4.614772846487927,4.5979727843921285,0.0,4.334208350159485,4.51079050730514,1
9.894649915335583,5.083277177017731,5.547891173714344,6.99944541816235,4.741448325358852,0.0,4.297310641148325,4.384198306220096,4.88519033492823,0.0,4.255935837320575,4.437605205741627,4.9934808803827755,0.0,4.324853942583733,4.555951205741627,4.741448325358852,0.0,4.297310641148325,4.384198306220096,4.741448325358852,0.0,4.297310641148325,4.384198306220096,5.043043397129187,0.0,4.40457161722488,4.651999569377991,4.675829238497726,0.0,4.3263812738552465,4.467993618168145,4.71763198194332,0.0,4.207221334063268,4.39922158442104,4.7488991058165055,0.0,4.207100357517613,4.427976175077075,4.675829238497727,0.0,4.326381273855247,4.467993618168145,4.675829238497726,0.0,4.326381273855247,4.467993618168145,4.763343549617026,0.0,4.266516658964181,4.514451935643542,2
9.652673359777017,5.204349207916352,5.715549619320238,7.178754797167615,4.426941023923445,0.0,4.233048842105263,4.277319234449761,4.384654057416268,0.0,4.258591291866028,4.268705875598085,4.492531205741627,0.0,4.30319823923445,4.271269818181818,4.426941023923445,0.0,4.233048842105263,4.277319234449761,4.426941023923445,0.0,4.233048842105263,4.277319234449761,4.480419320574162,0.0,4.376968162679426,4.273149732057416,4.334671581388847,0.0,4.256191821443035,4.27964596154279,4.314114234918905,0.0,4.111472662927166,4.237175248830631,4.330321963632288,0.0,4.216381327746431,4.17070321167854,4.334671581388847,0.0,4.256191821443035,4.27964596154279,4.334671581388847,0.0,4.256191821443034,4.27964596154279,4.392385802770401,0.0,4.244802944206569,4.1916905796442165,3
10.665888655976781,5.473448766944205,5.62769205271028,7.25696690760939,4.480132133971292,0.0,4.360170593301435,4.443654009569379,4.460146507177034,0.0,4.358090851674642,4.51777733014354,4.459678631578947,0.0,4.468002727272728,4.568953540669857,4.480132133971292,0.0,4.360170593301435,4.443654009569379,4.480132133971292,0.0,4.360170593301435,4.443654009569379,4.485498315789474,0.0,4.4897347655502395,4.606568507177034,4.492599358078368,0.0,4.29114183355015,4.45501475182583,4.3312040703872325,0.0,4.234946280966883,4.451171053308929,4.2773194723697685,0.0,4.307304707091752,4.472703644370023,4.492599358078367,0.0,4.29114183355015,4.45501475182583,4.492599358078367,0.0,4.291141833550149,4.45501475182583,4.327734029681363,0.0,4.320624540742928,4.459530219032149,4
9.688608245902202,4.69723006621929,4.9789692171416435,6.659765719798891,4.184216392344497,0.0,3.9263995311004787,3.901396870813397,4.203345339712919,0.0,3.925134459330143,3.83565038277512,4.260457990430623,0.0,3.949725617224881,3.889832363636363,4.184216392344497,0.0,3.9263995311004787,3.901396870813397,4.184216392344497,0.0,3.9263995311004787,3.901396870813397,4.408921933014354,0.0,4.061281799043062,3.9156856172248804,4.172971575755811,0.0,3.873796424934191,3.9107418580320354,4.186950411364563,0.0,3.8297829473082388,3.841297109247672,4.216099585242119,0.0,3.8289915133572294,3.81986344073307,4.172971575755811,0.0,3.873796424934191,3.910741858032036,4.172971575755811,0.0,3.8737964249341905,3.9107418580320354,4.31055754788653,0.0,3.889743191312824,3.843819617179678,5
9.505468406636037,5.175326580466463,5.478647217773419,7.1611684335726595,4.610259224880383,0.0,4.52583566507177,4.472125339712919,4.679597655502391,0.0,4.601076564593302,4.4820299330143545,4.636472995215311,0.0,4.713839846889952,4.520430124401914,4.610259224880383,0.0,4.52583566507177,4.472125339712919,4.610259224880383,0.0,4.52583566507177,4.472125339712919,4.746081961722488,0.0,4.791404622009569,4.560333980861244,4.551766542467539,0.0,4.445193452676155,4.4345172554110475,4.61189022645405,0.0,4.514047355787864,4.42043802349714,4.641962350760308,0.0,4.5982309900330165,4.443102885435556,4.551766542467539,0.0,4.445193452676156,4.4345172554110475,4.551766542467539,0.0,4.445193452676155,4.4345172554110475,4.70329890674297,0.0,4.646305897473584,4.485840801304723,6
9.781857053062845,5.263685728413771,5.632715582009482,7.970653330466157,4.512840796163069,0.0,4.413358896882494,4.3941,4.65627987529976,0.0,4.302031098321343,4.451485237410072,4.8516833573141485,0.0,4.305343923261391,4.571482820143885,4.512840796163069,0.0,4.413358896882494,4.3941,4.512840796163069,0.0,4.413358896882494,4.3941,4.983090848920863,0.0,4.359131318944844,4.63342723261391,4.465247674366005,0.0,4.41102795527673,4.389152869712138,4.501806835385295,0.0,4.264829310764668,4.399254793029005,4.599776011048318,0.0,4.2126859935004335,4.49032407535631,4.4652476743660054,0.0,4.41102795527673,4.389152869712139,4.4652476743660054,0.0,4.41102795527673,4.389152869712138,4.752770355939613,0.0,4.247258450261912,4.570669744012863,7
11.469999198185588,6.054086031648319,6.43004240563309,,4.980830043165468,0.0,4.92531254676259,4.85123570263789,4.940334925659472,0.0,4.859227558752997,4.872223443645084,5.014732028776978,0.0,4.82310265707434,4.949557736211032,4.980830043165468,0.0,4.92531254676259,4.85123570263789,4.980830043165468,0.0,4.92531254676259,4.85123570263789,5.002435520383694,0.0,4.879074628297362,4.929798877697841,5.007429076283656,0.0,4.95474250243112,4.9181062831265026,4.857766476826399,0.0,4.844039463074957,4.921466498226703,4.885651705106275,0.0,4.818818989233593,5.0108171391466625,5.007429076283657,0.0,4.954742502431121,4.918106283126503,5.007429076283657,0.0,4.95474250243112,4.9181062831265026,4.8794792382689645,0.0,4.856603822577724,4.950852215448312,8
11.591093326108693,6.20396618679555,6.4586799398860855,8.70636192629849,5.1162138800959225,0.0,4.918297793764989,4.899228153477218,5.123851721822542,0.0,4.999845688249401,4.797803817745804,5.179647050359713,0.0,5.152444287769783,4.921110302158273,5.1162138800959225,0.0,4.918297793764989,4.899228153477218,5.1162138800959225,0.0,4.918297793764989,4.899228153477218,5.291025429256594,0.0,5.200023875299761,4.97590079616307,5.04360301039073,0.0,4.846428489689655,4.83514483348817,4.990037459462582,0.0,4.90179787399736,4.777025016572598,5.026661985008008,0.0,5.007806364604384,4.78083159927095,5.04360301039073,0.0,4.8464284896896554,4.835144833488171,5.04360301039073,0.0,4.8464284896896554,4.83514483348817,5.1270381123582,0.0,5.11731787947798,4.88927774334263,9
